tick,pop,births,deaths,food,max_generation,life_mean,predation_rate,foraging_rate,attack_attempt_rate,attack_success_rate,failed_action_count,failed_action_rate,ate_pct,cons_mean,brain_size,brain_size_stddev,brain_size_p10,brain_size_p50,brain_size_p90,lineage_diversity,p_fwd_food,mi_sa,mi_sa_juvenile,mi_sa_adult,h_action,idle_fraction,reproduction_efficiency,mean_gestation_ticks,mean_offspring_transfer_energy,damage_avoidance,reward_reversal_shift,util
2500,417,5335,9918,14357,5,178.99561352880065,0.0004942228675099646,0.004377043693194985,0.1909533979863087,0.0025881857705690064,1091217,0.9357071501764285,20.651044672746163,0.7288468198083805,9.985611510791367,0.16902647661109066,10,10,10,8.59546405078546,0.19484044637371664,0.010710845151005599,0.006823029265511877,0.012883698268024784,2.6196708837914175,0.01167700028592871,0.017034931987994124,1.9952038369304557,299.5203836930456,1,,0.003116703220593328
5000,524,6023,5916,13125,30,177.5768880800728,0.00014749590345281848,0.015076910021437418,0.16636224589789647,0.000886594807955063,640326,0.8810815273477812,29.535941765241127,2.5827115559599636,10.076335877862595,1.034653909098854,10,10,11,7.614841002405902,0.23421502017821044,0.02178043542518915,0.013900830615248275,0.02606979836381049,2.640248701746459,0.018242119349571356,0.03110025611368143,1.784351145038168,278.4351145038168,1,,0.04631483166515014
7500,807,10236,9953,8702,59,161.48090128755365,0.00026119520610296107,0.03633894388356098,0.11065155337163768,0.0023605200120933043,860028,0.7433515419720648,52.63948497854077,5.653862660944206,11.871127633209417,3.5563436651986318,10,10,16,5.361632977065881,0.2812309019664234,0.015877152982825188,0.01732116338107177,0.016146062892349166,2.652122034482206,0.055634739058160264,0.03600726054960672,1.2874845105328376,228.74845105328376,1,,0.4091381826146222
10000,1062,12746,12491,5698,71,184.5828226081035,0.0003354596981577411,0.04251225812618734,0.0819294426857502,0.004094495057710027,937061,0.6169729603029752,58.810010214504594,7.674668028600613,12.125235404896422,2.7511928060520012,10,11,16,4.108308757385777,0.3102178265342627,0.02029415854740749,0.024499351271789743,0.02090935636420079,2.6384801865672607,0.1383052612911119,0.05538416080786311,0.9792843691148776,197.92843691148775,1,,0.578355485392664
12500,1048,12886,12900,5960,77,196.99489291598024,0.00030589301225650127,0.04366664311512134,0.07512499636336432,0.004071787381884972,913652,0.5861233444850382,60.691927512355846,8.64670510708402,12.450381679389313,3.5823757319487406,10,11,18,4.1225615787735155,0.31086259952987316,0.028596054558005533,0.03197569374569271,0.027558709120265187,2.6149199166475174,0.17009840703944173,0.05846642468239564,0.9608778625954199,196.08778625954199,1,,0.6042625719991311
15000,1125,13386,13309,5489,95,199.0065063873681,0.0002519705720523102,0.04322106205002783,0.06961072722188007,0.003619708945852109,927671,0.5762608157106641,61.68372609696104,8.602713639609616,12.03111111111111,3.344768533577443,9,10,17,3.922897722027116,0.3125576256798307,0.02861314296663618,0.03367785053123244,0.027843510471163367,2.6033777911133344,0.18252406661888043,0.059266015239326494,0.9146666666666666,191.46666666666667,1,,0.5999960333172749
17500,1253,14476,14348,4645,106,202.7489431135504,0.00024639150416043453,0.04237680605696166,0.06122050990378068,0.0040246561903467355,982177,0.571364996297268,63.07201661351331,8.66721056144775,10.94094173982442,3.5563674097357123,7,10,16,3.641918966396,0.31974263766618194,0.03390249073172467,0.03951389177640258,0.03232787365615061,2.593758032861508,0.19582879032375303,0.060525479571187264,0.8611332801276935,186.11332801276936,1,,0.6125341854900561
20000,1219,14872,14906,4588,118,199.20558357604602,0.0002561740424476491,0.04272260213301208,0.059892286433051056,0.004277245997846587,1015476,0.578363730183953,64.38161540100874,8.497051928677985,11.521739130434783,4.135737712403248,8,10,18,3.743847239163137,0.3247272521681263,0.037812567420367,0.04329658715659614,0.03696988004735544,2.610382720661726,0.1916961552068896,0.05844120120403336,0.9179655455291222,191.79655455291223,1,,0.630976611772552
22500,1247,14937,14909,4560,131,203.51117258991275,0.00025356699832444865,0.04217837606964917,0.06318148295818465,0.004013311914382679,1032837,0.5835306520585838,64.8152089096971,8.609704192381358,11.966319165998396,5.439658449359405,7,10,21,3.5417990947095404,0.3244499661798536,0.035724790295724194,0.040892420106529714,0.03380104185564511,2.6089446678197765,0.20178915236358347,0.06196948199039155,0.7947072975140337,179.47072975140335,1,,0.6299996273398543
25000,1183,15167,15231,4550,148,207.17334725121782,0.0002647824270380109,0.04190576228981427,0.0593485144162118,0.004461483655363111,1058720,0.5802569480716289,64.9686847599165,8.68893528183716,12.516483516483516,5.639151013377135,7,10,22,3.608204875615001,0.3258991762913864,0.03664079955120994,0.04467369157708363,0.03401816555908366,2.583800036695782,0.21097261564334113,0.06397877357495686,0.8689771766694844,186.89771766694844,1,,0.6197237741412102
27500,1286,15084,14981,4336,154,210.5129985124318,0.00027925262688624345,0.042185431058011744,0.058096181918458896,0.004806729421189666,1060422,0.5731022596644146,64.93589289509103,8.865127151661119,11.030326594090202,3.819795503025981,6,10,16,3.4080134036251044,0.33148608146202563,0.03230337755456326,0.038720709528548884,0.030307911367096624,2.5611067196142394,0.2126679916176931,0.06467601962062224,0.7667185069984448,176.67185069984447,1,,0.5839347531578988
30000,1376,15596,15506,4058,164,217.6823385118561,0.00028183751881620826,0.03997951733470709,0.055036192325675616,0.0051209487231318645,1093717,0.5754975606059968,64.43172526573998,8.728945216680295,11.02688953488372,4.136480244529049,5,10,16,3.34639180395899,0.31959712237426674,0.03375050119290228,0.04005441846897862,0.032339154512619324,2.5097953707980634,0.25150050528643136,0.06489140384455355,0.7347383720930233,173.47383720930233,1,,0.5896092909689039
32500,1386,15423,15413,4024,174,223.8238593611054,0.0002813967855735222,0.03966327197607094,0.05447124601949661,0.005165969316596931,1110839,0.5835111873363398,64.11519255763048,8.920172378411657,12.077200577200577,4.5182601730660155,8,11,19,3.301098008099944,0.3057261452642394,0.038339435155914425,0.04334727527608508,0.036848926559273514,2.509850532018808,0.25777885819593077,0.0667639215957889,0.6875901875901876,168.75901875901877,1,,0.5661724201417
35000,1412,15361,15335,4265,180,227.79618404738946,0.0002637118987824156,0.038584963165450695,0.050508742960340774,0.005221113877046612,1122163,0.5898040736822132,64.76098636175782,8.770285163245626,12.140934844192634,5.104360878300522,6,10,20,3.2600050819786093,0.299663479129432,0.04145330335494233,0.04431789930863065,0.04052340091762575,2.492220848941824,0.2763836762439464,0.06689515215914435,0.7287535410764873,172.87535410764872,1,,0.5816821343534774
37500,1366,14798,14844,4149,188,236.72438087105039,0.0002833254832323648,0.03833285510879157,0.054282997042226326,0.005219414893617021,1121248,0.5919215563301801,63.68488471391973,9.082337033874182,12.929721815519766,5.850207620690934,6,10,22,3.2703048806934487,0.2905133620891867,0.03939521650296209,0.04349076632775574,0.037450436260041506,2.49773115497737,0.2716750687394295,0.06453075873136313,0.7957540263543191,179.5754026354319,1,,0.5838545646561947
40000,1417,15024,14973,3914,199,236.1953445592189,0.0002929169248466485,0.03894342374821003,0.05330050371037987,0.005495575172014841,1118412,0.5867568757210437,64.5464836564313,9.220249044856375,14.247706422018348,5.187252645784738,10,13,22,3.1584637279528573,0.30086433754077646,0.0413958487573164,0.04494135208691691,0.040318745562234345,2.503563357894647,0.2715086634451349,0.06609999472044771,0.7388849682427664,173.88849682427664,1,,0.6239546385857414
42500,1430,15243,15230,3880,210,235.31631944444445,0.000265779396603989,0.03934007566444111,0.05174163762042391,0.005136663793939878,1104345,0.582606094561615,65.47916666666667,9.22888888888889,13.547552447552448,4.7290403551688565,10,13,20,3.172043969150821,0.31110339890421707,0.04233288112288957,0.045874798945135915,0.040675614417854326,2.4970577295049106,0.26515154433718335,0.06861672676200894,0.7321678321678322,173.21678321678323,1,,0.6506194794985155
45000,1412,15494,15512,3944,221,232.35102459016395,0.00027955864276767156,0.03938351903735811,0.052123196663796924,0.00536342090779409,1124320,0.5893110325470227,65.40983606557377,9.188661202185793,13.104107648725213,4.457836478988185,9,12,19,3.128894652091514,0.31066805043642676,0.04021903303494411,0.04605783247073614,0.03816092235069281,2.509748767983013,0.2600146175638725,0.06949290897837261,0.7096317280453258,170.96317280453258,1,,0.6493400653936172
47500,1536,15539,15415,3483,233,232.32586893804094,0.000255051922741712,0.03921969851988268,0.049824611723527215,0.005118994687946084,1120841,0.5977079102745687,65.03640609973897,9.140678664651738,12.576171875,4.62648398845808,7,11,19,3.0229241715354873,0.29705067325255446,0.042159301208456935,0.04523525174872681,0.04141177507890709,2.5149546013844772,0.27106807305743735,0.06759613711501652,0.7213541666666666,172.13541666666666,1,,0.6385721215070612
50000,1505,15490,15521,3624,245,236.83566791937136,0.0002791236616165049,0.03919243305877014,0.05085690964116267,0.005488411773069813,1143797,0.5993584050044829,65.93782029381619,9.290058079945336,13.686378737541528,5.170191252181349,7,14,20,3.085314226369116,0.2950916274410138,0.04228524123899181,0.04774976794177974,0.04038615694442339,2.499437609161921,0.2730316984026123,0.06783832668380507,0.707641196013289,170.7641196013289,1,,0.608408141199297
52500,1477,15940,15968,3588,254,234.4593985958405,0.00028492422111580707,0.03851619108580574,0.04920197333907303,0.005790910440771665,1119796,0.586944090204582,67.24069413167307,9.09001192210889,14.023019634394043,5.168731658243562,8,14,21,3.2028834468810228,0.29130555975700007,0.04374254784342031,0.053453130961750625,0.041207062052725604,2.4937485878573433,0.2871020258298452,0.06603585987472244,0.7379823967501693,173.79823967501693,1,,0.6136928724364613
55000,1556,15965,15886,3636,265,236.51561774653493,0.00025401226452630897,0.03805360244320205,0.04873605895092098,0.005211998466722734,1123189,0.5848370958638199,67.34531467603952,9.014390874726441,14.1073264781491,4.979719569523815,10,13,21,2.9696594315210314,0.28937236484763007,0.04294517026144319,0.052729100884692216,0.040248411404938456,2.4902421089406572,0.2929545308892913,0.06514226025077628,0.7255784061696658,172.5578406169666,1,,0.6189873833773789
57500,1507,15532,15581,3988,277,240.41379310344828,0.00023714608114702636,0.03725206978470883,0.04795384600326356,0.004945298467424013,1120628,0.5902963312572166,66.75889061340172,8.975369458128078,14.44459190444592,5.4586655400792115,10,14,22,3.0063563993245284,0.2861751542065975,0.03989733291503569,0.05155586045683226,0.03654206253533645,2.485312121862828,0.29792592259958517,0.06251735810628595,0.7060384870603849,170.6038487060385,1,,0.630777085168906
60000,1646,16169,16030,3301,286,239.19874230315733,0.00025432087920192046,0.036963018273687226,0.04795575358963889,0.005303240177980811,1120871,0.5832902710452297,67.64050831914058,8.859426175815537,14.280072904009721,6.040662456291176,9,13,23,2.807919475368001,0.2831265228810358,0.04293701231652573,0.057406694243692526,0.039704108614940364,2.478476851875644,0.3099010439765248,0.06415226094167219,0.6719319562575942,167.19319562575942,1,,0.6353754183487593
